ensembl_gene_id	external_gene_name	start_position	end_position	strand	gene_biotype
ENSG00000118655	DCLRE1B	114447763	114456708	1	protein_coding
ENSG00000118729	CASQ2	116242628	116311402	-1	protein_coding
ENSG00000118733	OLFM3	102268130	102462586	-1	protein_coding
ENSG00000118873	RAB3GAP2	220321635	220445796	-1	protein_coding
ENSG00000119280	C1orf198	230972865	231005335	-1	protein_coding
ENSG00000119283	TRIM67	231297858	231357302	1	protein_coding
ENSG00000119285	HEATR1	236712305	236767804	-1	protein_coding
ENSG00000119535	CSF3R	36931644	36948879	-1	protein_coding
ENSG00000120332	TNN	175036994	175117202	1	protein_coding
ENSG00000120333	MRPS14	174979925	174992561	-1	protein_coding
ENSG00000120334	CENPL	173768688	173793858	-1	protein_coding
ENSG00000120337	TNFSF18	173009100	173020103	-1	protein_coding
ENSG00000120341	SEC16B	177893091	177953438	-1	protein_coding
ENSG00000120370	GORAB	170501270	170522587	1	protein_coding
ENSG00000120656	TAF12	28915835	28969597	-1	protein_coding
ENSG00000120937	NPPB	11917521	11918988	-1	protein_coding
ENSG00000120942	UBIAD1	11333263	11356106	1	protein_coding
ENSG00000120948	TARDBP	11072414	11085796	1	protein_coding
ENSG00000120949	TNFRSF8	12123434	12204264	1	protein_coding
ENSG00000120952	PRAMEF2	12916941	12921764	1	protein_coding
ENSG00000121310	ECHDC2	53361656	53392884	-1	protein_coding
ENSG00000121446	RGSL1	182419256	182529734	1	protein_coding
ENSG00000121454	LHX4	180199421	180249380	1	protein_coding
ENSG00000121481	RNF2	185014496	185071740	1	protein_coding
ENSG00000121486	TRMT1L	185087220	185126204	-1	protein_coding
ENSG00000121634	GJA8	147374946	147381393	1	protein_coding
ENSG00000121644	DESI2	244816237	244872335	1	protein_coding
ENSG00000121753	BAI2	32192718	32230494	-1	protein_coding
ENSG00000121764	HCRTR1	32083287	32098119	1	protein_coding
ENSG00000121766	ZCCHC17	31769842	31837783	1	protein_coding
ENSG00000121769	FABP3	31838472	31849697	-1	protein_coding
ENSG00000121774	KHDRBS1	32479430	32526451	1	protein_coding
ENSG00000121775	TMEM39B	32537632	32568467	1	protein_coding
ENSG00000121848	RNF115	145611036	145696218	1	protein_coding
ENSG00000121851	POLR3GL	145456236	145470388	-1	protein_coding
ENSG00000121900	TMEM54	33360195	33367039	-1	protein_coding
ENSG00000121903	ZSCAN20	33938246	33962107	1	protein_coding
ENSG00000121904	CSMD2	33979609	34631443	-1	protein_coding
ENSG00000121905	HPCA	33351595	33364042	1	protein_coding
ENSG00000121931	LRIF1	111489807	111506701	-1	protein_coding
ENSG00000121933	ADORA3	112025970	112106584	-1	protein_coding
ENSG00000121940	CLCC1	109472130	109506111	-1	protein_coding
ENSG00000121957	GPSM2	109417972	109477167	1	protein_coding
ENSG00000122176	FMOD	203309756	203320617	-1	protein_coding
ENSG00000122180	MYOG	203052260	203055164	-1	protein_coding
ENSG00000122188	LAX1	203734304	203745361	1	protein_coding
ENSG00000122218	COPA	160259063	160313190	-1	protein_coding
ENSG00000122223	CD244	160799950	160832692	-1	protein_coding
ENSG00000122224	LY9	160765864	160798051	1	protein_coding
ENSG00000122406	RPL5	93297582	93307481	1	protein_coding
ENSG00000122417	ODF2L	86814344	86862023	-1	protein_coding
ENSG00000122420	PTGFR	78769568	79005434	1	protein_coding
ENSG00000122432	SPATA1	84971974	85031877	1	pseudogene
ENSG00000122435	TRMT13	100598706	100616053	1	protein_coding
ENSG00000122477	LRRC39	100614409	100643771	-1	protein_coding
ENSG00000122481	RWDD3	95699711	95712781	1	protein_coding
ENSG00000122482	ZNF644	91380859	91487829	-1	protein_coding
ENSG00000122483	CCDC18	93645476	93744287	1	protein_coding
ENSG00000122484	RPAP2	92764522	92867613	1	protein_coding
ENSG00000122497	NBPF14	148003642	148025863	-1	protein_coding
ENSG00000123080	CDKN2C	51426417	51440305	1	protein_coding
ENSG00000123091	RNF11	51701943	51739127	1	protein_coding
ENSG00000123472	ATPAF1	47098409	47139539	-1	protein_coding
ENSG00000123473	STIL	47715811	47779819	-1	protein_coding
ENSG00000123684	LPGAT1	211916799	212004114	-1	protein_coding
ENSG00000123685	BATF3	212859760	212873327	-1	protein_coding
ENSG00000123689	G0S2	209848765	209849733	1	protein_coding
ENSG00000123836	PFKFB2	207222801	207254369	1	protein_coding
ENSG00000123838	C4BPA	207277607	207318317	1	protein_coding
ENSG00000123843	C4BPB	207262187	207273338	1	protein_coding
ENSG00000125459	MSTO1	155579979	155718153	1	protein_coding
ENSG00000125462	C1orf61	156374042	156400493	-1	protein_coding
ENSG00000125703	ATG4C	63249806	63331184	1	protein_coding
ENSG00000125944	HNRNPR	23630264	23670829	-1	protein_coding
ENSG00000125945	ZNF436	23685941	23695935	-1	protein_coding
ENSG00000126067	PSMB2	36067185	36107445	-1	protein_coding
ENSG00000126070	AGO3	36396319	36538101	1	protein_coding
ENSG00000126088	UROD	45477819	45481247	1	protein_coding
ENSG00000126091	ST3GAL3	44171495	44396831	1	protein_coding
ENSG00000126106	TMEM53	45100910	45140227	-1	protein_coding
ENSG00000126107	HECTD3	45468212	45477001	-1	protein_coding
ENSG00000126698	DNAJC8	28525967	28559536	-1	protein_coding
ENSG00000126705	AHDC1	27860546	27930942	-1	protein_coding
ENSG00000126709	IFI6	27992572	27998729	-1	protein_coding
ENSG00000127054	CPSF3L	1246965	1260071	-1	protein_coding
ENSG00000127074	RGS13	192605275	192629390	1	protein_coding
ENSG00000127124	HIVEP3	41972036	42501596	-1	protein_coding
ENSG00000127125	PPCS	42921788	42939056	1	protein_coding
ENSG00000127129	EDN2	41944446	41950344	-1	protein_coding
ENSG00000127423	AUNIP	26158414	26185903	-1	protein_coding
ENSG00000127463	EMC1	19542158	19578046	-1	protein_coding
ENSG00000127472	PLA2G5	20354672	20417683	1	protein_coding
ENSG00000127481	UBR4	19401000	19536770	-1	protein_coding
ENSG00000127483	HP1BP3	21069154	21113816	-1	protein_coding
ENSG00000127603	MACF1	39546988	39952849	1	protein_coding
ENSG00000130695	CEP85	26560691	26605299	1	protein_coding
ENSG00000130762	ARHGEF16	3370990	3397677	1	protein_coding
ENSG00000130764	LRRC47	3696784	3713068	-1	protein_coding
ENSG00000130766	SESN2	28586038	28609002	1	protein_coding
ENSG00000130768	SMPDL3B	28261504	28285668	1	protein_coding
ENSG00000130770	ATPIF1	28562620	28573417	1	protein_coding
ENSG00000130772	MED18	28655513	28662476	1	protein_coding
ENSG00000130775	THEMIS2	28199055	28213196	1	protein_coding
ENSG00000130939	UBE4B	10092890	10241297	1	protein_coding
ENSG00000130940	CASZ1	10696661	10856707	-1	protein_coding
ENSG00000131233	GJA9	39330175	39347289	-1	protein_coding
ENSG00000131236	CAP1	40505905	40538321	1	protein_coding
ENSG00000131238	PPT1	40538379	40563375	-1	protein_coding
ENSG00000131584	ACAP3	1227756	1244989	-1	protein_coding
ENSG00000131591	C1orf159	1017198	1051741	-1	protein_coding
ENSG00000131686	CA6	9005926	9035151	1	protein_coding
ENSG00000131697	NPHP4	5922871	6052533	-1	protein_coding
ENSG00000131778	CHD1L	146714291	146767443	1	protein_coding
ENSG00000131779	PEX11B	145516252	145523730	1	protein_coding
ENSG00000131781	FMO5	146646930	146714700	-1	protein_coding
ENSG00000131788	PIAS3	145575233	145586546	1	protein_coding
ENSG00000131791	PRKAB2	146626685	146644129	-1	protein_coding
ENSG00000131795	RBM8A	145507598	145513536	1	protein_coding
ENSG00000131910	NR0B2	27237980	27240457	-1	protein_coding
ENSG00000131914	LIN28A	26737269	26756213	1	protein_coding
ENSG00000132122	SPATA6	48761044	48937845	-1	protein_coding
ENSG00000132128	LRRC41	46726868	46769280	-1	protein_coding
ENSG00000132185	FCRLA	161676762	161684142	1	protein_coding
ENSG00000132196	HSD17B7	162760492	162782607	1	protein_coding
ENSG00000132485	ZRANB2	71528974	71546980	-1	protein_coding
ENSG00000132676	DAP3	155657751	155708801	1	protein_coding
ENSG00000132677	RHBG	156339003	156355011	1	protein_coding
ENSG00000132680	KIAA0907	155882834	155904191	-1	protein_coding
ENSG00000132681	ATP1A4	160121360	160156767	1	protein_coding
ENSG00000132688	NES	156638555	156647189	-1	protein_coding
ENSG00000132692	BCAN	156611182	156629324	1	protein_coding
ENSG00000132693	CRP	159682079	159684379	-1	protein_coding
ENSG00000132694	ARHGEF11	156904632	157015162	-1	protein_coding
ENSG00000132698	RAB25	156030951	156040295	1	protein_coding
ENSG00000132702	HAPLN2	156589086	156595517	1	protein_coding
ENSG00000132703	APCS	159557615	159558655	1	protein_coding
ENSG00000132704	FCRL2	157715523	157746922	-1	protein_coding
ENSG00000132716	DCAF8	160185505	160254920	-1	protein_coding
ENSG00000132718	SYT11	155829300	155854990	1	protein_coding
ENSG00000132763	MMACHC	45965725	45976739	1	protein_coding
ENSG00000132768	DPH2	44435672	44439041	1	protein_coding
ENSG00000132773	TOE1	45805342	45809647	1	protein_coding
ENSG00000132780	NASP	46049518	46084566	1	protein_coding
ENSG00000132781	MUTYH	45794835	45806142	-1	protein_coding
ENSG00000132849	INADL	62208149	62629592	1	protein_coding
ENSG00000132854	KANK4	62702651	62785085	-1	protein_coding
ENSG00000132855	ANGPTL3	63063158	63071830	1	protein_coding
ENSG00000132879	FBXO44	11714432	11723384	1	protein_coding
ENSG00000132881	RSG1	16558195	16563657	-1	protein_coding
ENSG00000132906	CASP9	15817327	15853029	-1	protein_coding
ENSG00000133019	CHRM3	239549865	240078750	1	protein_coding
ENSG00000133048	CHI3L1	203148059	203155877	-1	protein_coding
ENSG00000133055	MYBPH	203136939	203144941	-1	protein_coding
ENSG00000133056	PIK3C2B	204391756	204463852	-1	protein_coding
ENSG00000133059	DSTYK	205111632	205180727	-1	protein_coding
ENSG00000133063	CHIT1	203181955	203242769	-1	protein_coding
ENSG00000133065	SLC41A1	205758221	205782876	-1	protein_coding
ENSG00000133067	LGR6	202163029	202288909	1	protein_coding
ENSG00000133069	TMCC2	205197304	205242471	1	protein_coding
ENSG00000133216	EPHB2	23037332	23241818	1	protein_coding
ENSG00000133226	SRRM1	24958207	24999758	1	protein_coding
ENSG00000134183	GNAT2	110145889	110155679	-1	protein_coding
ENSG00000134184	GSTM1	110230436	110251661	1	protein_coding
ENSG00000134186	PRPF38B	109234945	109244425	1	protein_coding
ENSG00000134193	REG4	120336641	120354283	-1	protein_coding
ENSG00000134198	TSPAN2	115590632	115632121	-1	protein_coding
ENSG00000134200	TSHB	115572415	115576941	1	protein_coding
ENSG00000134201	GSTM5	110254864	110318050	1	protein_coding
ENSG00000134202	GSTM3	110276554	110284384	-1	protein_coding
ENSG00000134207	SYT6	114631913	114696541	-1	protein_coding
ENSG00000134215	VAV3	108113782	108507766	-1	protein_coding
ENSG00000134216	CHIA	111833484	111863188	1	protein_coding
ENSG00000134222	PSRC1	109822178	109825808	-1	protein_coding
ENSG00000134240	HMGCS2	120290619	120311528	-1	protein_coding
ENSG00000134242	PTPN22	114356433	114414381	-1	protein_coding
ENSG00000134243	SORT1	109852192	109940573	-1	protein_coding
ENSG00000134245	WNT2B	113009163	113072787	1	protein_coding
ENSG00000134247	PTGFRN	117452679	117532980	1	protein_coding
ENSG00000134248	LAMTOR5	110943871	110950564	-1	protein_coding
ENSG00000134249	ADAM30	120436156	120439118	-1	protein_coding
ENSG00000134250	NOTCH2	120454176	120612240	-1	protein_coding
ENSG00000134253	TRIM45	117653682	117665209	-1	protein_coding
ENSG00000134255	CEPT1	111682249	111727724	1	protein_coding
ENSG00000134256	CD101	117544382	117579167	1	protein_coding
ENSG00000134258	VTCN1	117686209	117753556	-1	protein_coding
ENSG00000134259	NGF	115828539	115880857	-1	protein_coding
ENSG00000134262	AP4B1	114437370	114447823	-1	protein_coding
ENSG00000134365	CFHR4	196819371	196888102	1	protein_coding
ENSG00000134369	NAV1	201592411	201796102	1	protein_coding
ENSG00000134371	CDC73	193091147	193223031	1	protein_coding
ENSG00000134375	TIMM17A	201924619	201939789	1	protein_coding
ENSG00000134376	CRB1	197170592	197447585	1	protein_coding
ENSG00000134389	CFHR5	196946667	196978804	1	protein_coding
ENSG00000134644	PUM1	31404353	31538838	-1	protein_coding
ENSG00000134668	SPOCD1	32256023	32281652	-1	protein_coding
ENSG00000134684	YARS	33240840	33283754	-1	protein_coding
ENSG00000134686	PHC2	33789224	33896653	-1	protein_coding
ENSG00000134690	CDCA8	38158090	38175391	1	protein_coding
ENSG00000134697	GNL2	38032417	38061536	-1	protein_coding
ENSG00000134698	AGO4	36273773	36323491	1	protein_coding
ENSG00000134709	HOOK1	60280458	60342050	1	protein_coding
ENSG00000134716	CYP2J2	60358980	60392462	-1	protein_coding
ENSG00000134717	BTF3L4	52521797	52556388	1	protein_coding
ENSG00000134744	ZCCHC11	52873954	53019159	-1	protein_coding
ENSG00000134748	PRPF38A	52870236	52886511	1	protein_coding
ENSG00000135744	AGT	230838269	230850043	-1	protein_coding
ENSG00000135747	ZNF670	247108849	247242113	-1	protein_coding
ENSG00000135749	PCNXL2	233119181	233431459	-1	protein_coding
ENSG00000135750	KCNK1	233749750	233808258	1	protein_coding
ENSG00000135763	URB2	229761981	229795946	1	protein_coding
ENSG00000135766	EGLN1	231499497	231560790	-1	protein_coding
ENSG00000135773	CAPN9	230883130	230937749	1	protein_coding
ENSG00000135775	COG2	230778235	230829728	1	protein_coding
ENSG00000135776	ABCB10	229652329	229694442	-1	protein_coding
ENSG00000135778	NTPCR	233086351	233119628	1	protein_coding
ENSG00000135801	TAF5L	229728858	229761794	-1	protein_coding
ENSG00000135821	GLUL	182350839	182361341	-1	protein_coding
ENSG00000135823	STX6	180941861	180992047	-1	protein_coding
ENSG00000135824	RGS8	182615239	182653711	-1	protein_coding
ENSG00000135828	RNASEL	182542769	182558391	-1	protein_coding
ENSG00000135829	DHX9	182808504	182856886	1	protein_coding
ENSG00000135835	KIAA1614	180882290	180920750	1	protein_coding
ENSG00000135837	CEP350	179923873	180084015	1	protein_coding
ENSG00000135838	NPL	182758428	182799519	1	protein_coding
ENSG00000135842	FAM129A	184759858	184943682	-1	protein_coding
ENSG00000135845	PIGC	172339329	172413230	-1	protein_coding
ENSG00000135847	ACBD6	180244515	180472089	-1	protein_coding
ENSG00000135862	LAMC1	182992595	183114727	1	protein_coding
ENSG00000135870	RC3H1	173900352	173991435	-1	protein_coding
ENSG00000136628	EPRS	220141943	220220000	-1	protein_coding
ENSG00000136630	HLX	221051699	221058401	1	protein_coding
ENSG00000136631	VPS45	150039369	150117505	1	protein_coding
ENSG00000136634	IL10	206940947	206945839	-1	protein_coding
ENSG00000136636	KCTD3	215740735	215795149	1	protein_coding
ENSG00000136643	RPS6KC1	213224589	213448116	1	protein_coding
ENSG00000136653	RASSF5	206680879	206762616	1	protein_coding
ENSG00000137936	BCAR3	94027347	94312706	-1	protein_coding
ENSG00000137941	TTLL7	84330711	84464833	-1	protein_coding
ENSG00000137942	FNBP1L	93913688	94020218	1	protein_coding
ENSG00000137944	CCBL2	89401456	89458636	-1	protein_coding
ENSG00000137947	GTF2B	89318615	89357627	-1	protein_coding
ENSG00000137948	BRDT	92414928	92479983	1	protein_coding
ENSG00000137955	RABGGTB	76251879	76260764	1	protein_coding
ENSG00000137959	IFI44L	79085607	79111830	1	protein_coding
ENSG00000137960	GIPC2	78445226	78604133	1	protein_coding
ENSG00000137962	ARHGAP29	94614544	94740624	-1	protein_coding
ENSG00000137965	IFI44	79115481	79129763	1	protein_coding
ENSG00000137968	SLC44A5	75667816	76076801	-1	protein_coding
ENSG00000137970	RPL7P9	97144430	97145176	-1	pseudogene
ENSG00000137975	CLCA2	86889769	86922241	1	protein_coding
ENSG00000137976	DNASE2B	84864215	84880701	1	protein_coding
ENSG00000137992	DBT	100652475	100715390	-1	protein_coding
ENSG00000137996	RTCA	100731763	100758325	1	protein_coding
ENSG00000142224	IL19	206972215	207016324	1	protein_coding
ENSG00000142583	SLC2A5	9095166	9148537	-1	protein_coding
ENSG00000142599	RERE	8412457	8877702	-1	protein_coding
ENSG00000142606	MMEL1	2522078	2564481	-1	protein_coding
ENSG00000142609	C1orf222	1853396	1935276	-1	protein_coding
ENSG00000142611	PRDM16	2985732	3355185	1	protein_coding
ENSG00000142615	CELA2A	15783223	15798586	1	protein_coding
ENSG00000142619	PADI3	17575593	17610728	1	protein_coding
ENSG00000142621	FHAD1	15573768	15726779	1	protein_coding
ENSG00000142623	PADI1	17531621	17572500	1	protein_coding
ENSG00000142627	EPHA2	16450832	16482582	-1	protein_coding
ENSG00000142632	ARHGEF19	16524349	16539104	-1	protein_coding
ENSG00000142634	EFHD2	15736391	15756839	1	protein_coding
ENSG00000142655	PEX14	10532345	10690815	1	protein_coding
ENSG00000142657	PGD	10458649	10480201	1	protein_coding
ENSG00000142661	MYOM3	24382525	24438665	-1	protein_coding
ENSG00000142669	SH3BGRL3	26605667	26608007	1	protein_coding
ENSG00000142675	CNKSR1	26503894	26516377	1	protein_coding
ENSG00000142676	RPL11	24018269	24022915	1	protein_coding
ENSG00000142677	IL22RA1	24446261	24469611	-1	protein_coding
ENSG00000142684	ZNF593	26496362	26498551	1	protein_coding
ENSG00000142686	C1orf216	36179476	36185073	-1	protein_coding
ENSG00000142687	KIAA0319L	35899091	36023551	-1	protein_coding
ENSG00000142694	EVA1B	36787632	36789755	-1	protein_coding
ENSG00000142698	C1orf94	34632484	34684732	1	protein_coding
ENSG00000142700	DMRTA2	50883222	50889172	-1	protein_coding
ENSG00000142733	MAP3K6	27681675	27693383	-1	protein_coding
ENSG00000142748	FCN3	27695603	27701315	-1	protein_coding
ENSG00000142751	GPN2	27202624	27216788	-1	protein_coding
ENSG00000142765	SYTL1	27668513	27680421	1	protein_coding
ENSG00000142784	WDTC1	27561007	27635110	1	protein_coding
ENSG00000142789	CELA3A	22328149	22339032	1	protein_coding
ENSG00000142794	NBPF3	21766621	21811498	1	protein_coding
ENSG00000142798	HSPG2	22148738	22263790	-1	protein_coding
ENSG00000142856	ITGB3BP	63906441	64059392	-1	protein_coding
ENSG00000142864	SERBP1	67873493	67896098	-1	protein_coding
ENSG00000142867	BCL10	85731931	85742773	-1	protein_coding
ENSG00000142871	CYR61	86046444	86049645	1	protein_coding
ENSG00000142875	PRKACB	84543745	84704181	1	protein_coding
ENSG00000142892	PIGK	77554675	77685115	-1	protein_coding
ENSG00000142910	TINAGL1	32042116	32053288	1	protein_coding
ENSG00000142920	ADC	33546705	33586131	1	protein_coding
ENSG00000142937	RPS8	45240923	45244451	1	protein_coding
ENSG00000142945	KIF2C	45205490	45233439	1	protein_coding
ENSG00000142949	PTPRF	43990858	44089343	1	protein_coding
ENSG00000142959	BEST4	45249257	45253377	-1	protein_coding
ENSG00000142961	MOB3C	47073387	47082563	-1	protein_coding
ENSG00000142973	CYP4B1	47223510	47285085	1	protein_coding
ENSG00000143001	TMEM61	55446465	55457966	1	protein_coding
ENSG00000143006	DMRTB1	53925072	53933161	1	protein_coding
ENSG00000143013	LMO4	87794151	87814606	1	protein_coding
ENSG00000143028	SYPL2	110009180	110024759	1	protein_coding
ENSG00000143032	BARHL2	91177096	91182794	-1	protein_coding
ENSG00000143033	MTF2	93544792	93604638	1	protein_coding
ENSG00000143036	SLC44A3	95285898	95360802	1	protein_coding
ENSG00000143061	IGSF3	117117031	117210375	-1	protein_coding
ENSG00000143067	ZNF697	120162045	120190396	-1	protein_coding
ENSG00000143079	CTTNBP2NL	112938803	113006078	1	protein_coding
ENSG00000143093	STRIP1	110574199	110617263	1	protein_coding
ENSG00000143105	KCNA10	111059839	111061797	-1	protein_coding
ENSG00000143106	PSMA5	109941653	109969062	-1	protein_coding
ENSG00000143107	FNDC7	109255279	109285365	1	protein_coding
ENSG00000143110	C1orf162	112016414	112021134	1	protein_coding
ENSG00000143119	CD53	111415775	111442550	1	protein_coding
ENSG00000143125	PROK1	110993822	110999976	1	protein_coding
ENSG00000143126	CELSR2	109792641	109818372	1	protein_coding
ENSG00000143127	ITGA10	145524891	145543868	1	protein_coding
ENSG00000143140	GJA5	147228332	147245484	-1	protein_coding
ENSG00000143147	GPR161	168053997	168106821	-1	protein_coding
ENSG00000143149	ALDH9A1	165631453	165668100	-1	protein_coding
ENSG00000143153	ATP1B1	169074935	169101960	1	protein_coding
