chr	bp	p
16	50745199	8.8e-64
16	50745583	1.1e-26
16	50747704	4.3e-63
16	50751175	3.4e-08
16	50751398	1.2e-26
16	50751787	1.8e-26
16	50755709	1.1e-26
16	50756774	4.5e-65
16	50756881	4e-69
16	50757276	7.1e-10
16	50759547	1.2e-09
16	50766886	2e-26
16	50781802	8.2e-27
16	50787147	2.1e-18
16	50787483	9.5e-21
16	50791250	5e-27
16	50792268	7.4e-25
16	50807779	2.1e-27
16	50808726	3.4e-20
16	50817219	9.1e-28
16	50819910	2.6e-17
16	50820078	1.9e-27
16	50822964	1.2e-19
16	50841795	1.1e-25
16	50842077	8.6e-18
16	50842197	8.6e-18
16	50865549	6.8e-08
16	50871076	2.3e-07
16	50877462	2.1e-07
16	50878281	2.6e-06
16	50881186	1.5e-06
16	50883475	2.8e-05
16	50999201	8.6e-06
16	51043549	0.0011
16	51469209	0.09
16	51946938	0.47
16	52251742	0.2
16	55103725	0.00087
16	55133240	0.013
16	55463202	0.2
16	56056048	0.0021
16	56683626	0.36
16	57543173	0.036
16	60632557	0.061
16	62306387	0.11
16	62321972	0.66
16	66599773	0.22
16	68573064	0.0089
16	68674788	0.0048
16	69082817	0.026
16	70700712	0.058
16	71537550	0.14
16	73150369	0.0025
16	73177225	0.0012
16	73219460	0.00014
16	73696273	0.01
16	73894315	0.00044
16	75614272	0.58
16	77385215	0.025
16	77532021	0.00064
16	77536529	0.016
16	77730903	0.0017
16	78657585	0.009
16	79209139	0.002
16	79219660	1.1e-06
16	82895079	0.00012
16	84510255	0.53
16	84616296	6.9e-05
16	85100976	0.31
16	85120500	0.083
16	86167132	0.037
16	86339403	0.0018
16	86377744	0.0022
16	86803036	0.095
16	86969210	0.48
16	88074927	0.00057
16	88964934	0.0065
16	89607414	0.27
16	90027838	0.00021
17	1364896	0.0046
17	1674429	0.02
17	3718933	0.00071
17	4224736	0.057
17	4443470	0.00036
17	4946325	0.16
17	6027839	0.014
17	6996653	0.00016
17	7005915	0.0001
17	7172609	0.89
17	9349826	0.017
17	9601871	0.00023
17	11442657	0.33
17	12268321	0.1
17	14483782	0.85
17	14523297	0.00014
17	14530618	0.014
17	14538447	0.0026
17	15495266	0.0011
17	15737924	0.26
17	15906912	0.57
17	17448691	0.0099
17	17621571	0.0028
17	18227081	0.12
17	18890762	0.00079
17	19473520	0.041
17	25796769	0.002
17	25843643	0.00013
17	25849803	7.6e-05
17	25869033	3.8e-05
17	27052358	0.035
17	27394671	0.67
17	30222002	0.0067
17	30427403	0.28
17	30817450	0.1
17	31570172	0.0041
17	32529159	4.1e-07
17	32574448	8.5e-07
17	32576573	8.8e-08
17	32579788	3.3e-13
17	32583269	1.2e-07
17	32587725	2.1e-13
17	32593665	1.7e-13
17	32593974	2.2e-13
17	32603721	1.6e-07
17	32612444	0.00071
17	32617265	1e-12
17	32628064	4.2e-06
17	32629296	4.4e-09
17	32635553	1.6e-09
17	32902627	0.69
17	33051677	0.14
17	36706941	0.023
17	37389409	0.011
17	37543449	0.00063
17	37824545	4.9e-05
17	37828072	2.2e-06
17	37828496	2e-06
17	37828745	2e-06
17	37828787	2e-06
17	37829604	3e-06
17	37831035	2.5e-06
17	37834541	2.2e-05
17	37866005	2.8e-06
17	37921742	1.2e-07
17	37922259	1.3e-08
17	37938047	2.5e-08
17	37970149	2.8e-08
17	37976469	4.9e-07
17	37985801	1.4e-06
17	38020141	2.4e-07
17	38025417	2.6e-06
17	38029120	3.1e-08
17	38040763	1.5e-09
17	38043343	3.1e-08
17	38051348	3.6e-08
17	38057197	4.1e-09
17	38062196	4.3e-09
17	38062217	9.4e-08
17	38062976	5.2e-09
17	38064405	8.7e-09
17	38066267	3.9e-07
17	38067020	1.7e-08
17	38068043	9.1e-07
17	38069949	1.1e-06
17	38074046	8.9e-07
17	38074518	8.5e-07
17	38075426	9.4e-07
17	38080865	6.7e-07
17	38080912	7.5e-08
17	38088417	9.1e-08
17	38175553	9.6e-05
17	38648346	0.058
17	39534946	0.99
17	40401567	0.00011
17	40494902	2.3e-06
17	40498273	4.8e-07
17	40499533	9.9e-07
17	40507980	3.9e-07
17	40514201	1.1e-07
17	40515120	1.6e-06
17	40519890	3.6e-07
17	40526273	1.4e-07
17	40529835	3.3e-07
17	40534075	3.7e-07
17	40542210	8.3e-06
17	40554849	2.5e-06
17	40570602	7.4e-08
17	40570772	2.5e-08
17	40577580	6.2e-08
17	40582296	3.5e-06
17	40587669	9e-06
17	40618251	1.3e-06
17	40670230	5e-06
17	40731597	6.3e-05
17	42170289	0.088
17	43788796	0.012
17	43895696	0.00049
17	43935631	8.4e-06
17	43986179	5.5e-07
17	44008101	1.7e-05
17	44090536	0.00084
17	44872942	0.0041
17	45000997	0.036
17	46238276	0.2
17	46881748	0.00031
17	46943000	0.00013
17	47007497	0.00083
17	47279762	0.041
17	47950798	0.17
17	49808396	0.0081
17	51305545	0.0052
17	51781320	0.48
17	52770992	0.055
17	54748047	0.057
17	55226409	0.0087
17	56265017	0.34
17	56417287	0.00022
17	56433448	0.0016
17	56801778	0.0027
17	57826731	0.00031
17	57911230	7e-05
17	57989860	1.7e-05
17	59657290	0.032
17	61629692	0.67
17	63234140	0.81
17	64242703	0.29
17	64716626	0.065
17	64737717	0.00094
17	66256956	0.026
17	68343539	0.0046
17	68850502	0.00018
17	69509544	0.01
17	69990200	0.095
17	70015552	0.00073
17	71059408	0.72
17	71514627	0.012
17	71588859	0.00036
17	71589029	3.4e-05
17	71589538	2.2e-05
17	72663567	0.0029
17	75804422	0.00011
17	75822847	0.029
17	76546116	0.13
17	78761607	0.00049
17	78951177	0.035
17	78993517	0.26
17	80379332	0.11
17	80510382	0.75
17	80526139	0.0009
17	80790388	0.0076
17	80977131	0.0022
18	1832246	0.027
18	1857202	0.0016
18	1899563	0.011
18	1937231	0.13
18	1997381	0.00028
18	2017726	0.00014
18	2533517	0.0051
18	2740625	0.096
18	6328594	0.7
18	9107815	0.096
18	9219461	0.0041
18	11605150	0.14
18	12011478	0.76
18	12618422	0.04
18	12741370	0.0012
18	12747012	1e-11
18	12750253	0.00014
18	12768846	3e-08
18	12779947	3.5e-14
18	12809340	1.3e-14
18	12813201	0.00041
18	12821903	9e-13
18	12834359	2e-06
18	12835976	1.8e-06
18	12843137	2.3e-12
18	12847136	2.3e-12
18	12855440	7.9e-13
18	12864762	1.1e-13
18	12877060	6.5e-12
18	12898367	1.1e-05
18	12899342	4.9e-05
18	13437993	0.011
18	19100717	0.19
18	19235006	0.0042
18	19513517	0.014
18	19558879	0.0013
18	19637794	0.00025
18	19641474	0.00019
18	19648446	1.9e-07
18	19673331	2.8e-06
18	19673978	2.7e-06
18	20179381	0.12
18	21992260	0.54
18	22194691	0.042
18	24625756	0.043
18	25005619	0.00012
18	25010242	8.3e-05
18	25020566	0.0012
18	25551892	0.81
18	27289261	0.022
18	27688654	0.31
18	27815609	0.0047
18	28290604	0.0087
18	31315878	0.068
18	32106418	0.023
18	36019017	0.84
18	37931004	0.013
18	37955789	0.0032
18	38735952	0.19
18	40697530	7.1e-05
18	40701725	0.0056
18	40878010	0.00015
18	40934975	0.0051
18	44142269	0.00067
18	44383675	0.054
18	46281676	0.21
18	46293985	0.82
18	46389069	0.028
18	46395022	0.00027
18	47990868	0.28
18	50217735	0.62
18	50541635	0.0011
18	50718757	0.028
18	50860532	0.0046
18	53048678	0.0018
18	53065342	0.00026
18	53097158	0.00053
18	53109035	3.5e-05
18	53117304	0.0059
18	53123172	1.9e-05
18	53125364	2.1e-05
18	53165959	0.00019
18	53207207	0.047
18	55339811	0.8
18	55364530	0.036
18	56204644	0.0011
18	56204932	5.9e-05
18	56205262	6.2e-05
18	56205551	6.3e-05
18	56877916	7.3e-05
18	56878274	2e-05
18	56879827	1.4e-05
18	56881633	0.00014
18	57029706	0.0031
18	58079259	0.095
18	59680507	0.18
18	60462038	0.0093
18	61164132	0.00048
18	62290491	0.02
18	62345359	0.054
18	63331809	0.0025
18	64186503	0.0063
18	64848183	0.0018
18	67279176	0.25
18	67922583	0.0005
18	69441613	0.42
18	70500098	0.22
18	71021568	0.00022
18	71027518	0.0051
18	72196308	0.0083
18	73029408	0.89
18	73718010	0.031
18	73731308	0.05
18	75071062	0.001
18	75072931	0.00044
18	75082299	0.00048
18	77573548	0.0033
18	77579773	0.012
18	77640942	0.06
18	77669215	0.33
18	77699893	0.019
18	77733273	0.93
18	77869022	7e-05
18	77902400	6.7e-05
18	77914538	0.00011
18	77927028	0.00032
18	77969285	0.00074
19	1075979	0.004
19	1095514	7.8e-06
19	1095716	9.4e-06
19	1124031	1.7e-11
19	1124835	8.2e-12
19	1127720	3.5e-11
19	1185924	0.0014
19	2346882	0.069
19	5954162	0.0099
19	7226144	0.68
19	7504498	0.14
19	7510356	0.03
19	7994233	0.23
19	9213026	0.12
19	9343855	0.0041
19	9601362	0.56
19	10382537	3.9e-06
19	10400304	0.00031
19	10435493	3.7e-06
19	10436562	1.4e-05
19	10449392	3.8e-05
19	10469975	9.2e-10
19	10501740	6.2e-06
19	10512400	5.9e-06
19	10512911	1e-08
19	10526009	2.6e-07
19	10568519	8.3e-06
19	10577843	2.5e-07
19	10596780	0.0086
19	10602180	3.9e-07
19	10621108	0.00012
19	10634264	1.5e-06
19	10683477	4.6e-06
19	11458739	0.032
19	15478762	0.0012
19	15526376	0.00072
19	15990431	0.12
19	16167963	0.26
19	17159779	0.99
19	18493295	7.8e-05
19	18545341	0.00023
19	18554972	0.00022
19	20130238	0.0025
19	23216667	0.007
19	23236803	0.016
19	24348925	0.027
19	24373083	0.0016
19	28441568	0.38
19	28461988	0.24
19	29004936	0.0048
19	29861707	0.093
19	30726034	0.012
19	32205176	0.065
19	33551061	0.0097
19	33755364	7e-06
19	33757062	2.7e-07
19	34105378	1.1e-05
19	36719946	0.015
19	36900778	0.43
19	37353791	1.6e-06
19	37464375	0.0012
19	37477640	0.00037
19	37580415	6.5e-05
19	37654976	0.00012
19	37674259	0.17
19	37918609	0.0027
19	38772978	0.042
19	40913539	0.92
19	41167721	0.19
19	44142771	0.092
19	46251768	0.0029
19	46315809	0.00034
19	46367206	0.0013
19	46370381	0.011
19	46849806	2.5e-05
19	46877975	9.8e-05
19	46896217	0.0015
19	48034780	6.8e-05
19	48115761	0.011
19	49166875	3.7e-05
19	49183705	1.3e-05
19	49206172	2.1e-09
19	49206417	2.1e-09
19	49206462	2.4e-09
19	49206603	2.4e-07
19	49206674	2.1e-09
19	49206985	1.8e-09
19	49207206	2.5e-09
19	49208865	1.6e-09
19	49208978	1.5e-09
19	49209010	1.8e-09
19	49211969	2.4e-09
19	49214274	8.6e-10
19	49214470	8.6e-07
19	49224484	0.00027
19	50865535	0.45
19	50941689	0.099
19	51306948	0.2
19	52297394	0.028
19	54081915	0.0031
19	55443424	0.11
19	56977792	0.71
19	57430917	0.29
19	57767129	0.036
19	57796719	0.00036
19	57804362	9.2e-05
19	58547449	0.0038
19	58711108	1.5e-05
19	58714235	2.1e-05
19	58720918	0.0013
19	58722673	4.1e-05
19	58816529	0.0053
20	389881	5.6e-05
20	397928	2.3e-05
20	1513842	0.013
20	2358745	0.0029
20	3287591	0.036
20	3385006	0.72
20	4073370	0.047
20	5137905	0.13
20	6062330	0.00043
20	6077907	3e-06
20	6083493	3.9e-06
20	6085006	0.00018
20	6085216	2e-05
20	6086772	2.3e-06
20	6089513	4.3e-06
20	6089952	3.4e-06
20	6091183	5.3e-06
20	6093177	5.9e-06
20	6478585	0.0013
20	7897049	0.0032
20	9098090	0.11
20	10778062	0.88
20	10853731	0.03
20	12470891	0.00033
20	13785220	0.31
20	14519512	0.013
20	14530220	0.00019
20	14650357	3.6e-05
20	14705888	0.0011
20	15971797	0.022
20	15981119	0.013
20	16247239	0.00033
20	16368336	0.17
20	16567202	0.00012
20	16571549	0.0024
20	16602649	0.0017
20	18997705	0.58
20	21451139	0.043
20	24158051	0.022
20	24397792	0.62
20	30481698	0.25
20	30618787	0.12
20	30661297	0.0037
20	30755698	0.00018
20	30794785	0.00034
20	30798668	0.0068
20	30956108	0.00058
20	30959704	0.001
20	31097877	0.0015
20	31177986	0.00027
20	31181808	0.038
20	31229392	0.0072
20	32442607	0.37
20	36962667	0.26
20	38078321	0.0049
20	38268700	0.094
20	38886400	0.18
20	39106518	0.042
20	39583952	0.0066
20	40193393	0.0037
20	42654347	4.8e-05
20	42668226	0.00021
20	44746738	0.0013
20	44747947	0.00056
20	44767724	6.8e-05
20	45572595	0.53
20	45903385	0.1
20	48081983	0.00048
20	48959241	0.099
20	48991215	0.028
20	49100045	0.00021
20	49667733	0.29
20	50218626	0.013
20	50986203	0.0018
20	51009262	0.0051
20	51269797	0.43
20	54290706	0.0013
20	54300746	0.00063
20	55139869	0.00046
20	55365940	0.0021
20	55510339	0.33
20	55569945	0.021
20	56111614	0.012
20	57829301	8.7e-05
20	58860325	0.05
20	59545800	1.0
20	62032671	0.0069
20	62193445	1.3e-05
20	62212928	4.9e-08
20	62218916	8.3e-05
20	62219740	7.6e-05
20	62221249	4.2e-06
20	62222392	4.3e-06
20	62223238	3.8e-06
20	62230974	1.2e-06
20	62241931	8.1e-05
20	62246541	0.037
20	62268955	1.9e-05
20	62269942	6.9e-06
20	62270930	2.3e-09
20	62291008	3.2e-09
20	62293460	2.9e-09
20	62294015	3.3e-06
20	62301980	3.6e-06
20	62306208	2.4e-06
20	62309839	8.1e-10
20	62311098	3e-10
20	62312299	1.6e-10
20	62327582	1.8e-11
20	62334220	2.2e-11
20	62337406	4.2e-12
20	62343845	5.1e-12
20	62343956	5.6e-12
20	62349586	2.5e-12
20	62349625	7.3e-11
20	62361737	1.5e-10
20	62365866	1.6e-10
20	62385446	1.7e-06
20	62387417	1.9e-06
20	62399641	5.6e-06
20	62401143	3.9e-06
20	62445688	0.0014
20	62461305	0.0024
20	62529699	0.27
20	62665549	0.76
20	62870823	0.077
21	15408034	0.46
21	15448599	0.29
21	15482605	0.044
21	15599765	0.0047
21	15624217	0.0017
21	16513343	0.00018
21	16563309	3.7e-05
21	16566523	2.4e-05
21	16726906	6.6e-06
21	16736936	6.5e-06
21	16759963	0.00049
21	16781136	2.7e-07
21	16784706	2.7e-07
21	16790094	3e-07
21	16790213	3e-07
21	16790253	3e-07
21	16790799	2.6e-07
21	16790843	2.8e-07
21	16791374	3e-07
21	16794039	3.1e-07
21	16794579	2.5e-07
21	16794755	2.9e-07
21	16795418	2e-07
21	16798091	2.7e-07
21	16798586	5.1e-06
21	16800087	1.6e-06
21	16805220	1e-11
21	16808220	1e-11
21	16811110	1.6e-11
21	16811996	1.6e-11
21	16812552	9.3e-12
21	16812882	2.4e-11
21	16813212	2.7e-11
21	16817938	1.6e-10
21	16833222	1.3e-11
21	16834006	1.2e-11
21	17587380	0.0054
21	18421350	0.07
21	18833572	0.13
21	19372212	0.023
21	23213331	0.85
21	23278891	0.001
21	25807198	0.2
21	26826350	0.44
21	28798703	0.057
21	28862137	0.00058
21	28872129	8.1e-05
21	28876415	4.7e-07
21	28886568	5.7e-07
21	28888680	6.7e-07
21	29722440	0.031
21	30718201	0.0079
21	30915962	0.004
21	32703074	0.033
21	33563550	0.077
21	34768097	1.7e-05
21	34776695	1.6e-05
21	35607496	0.78
21	36678533	0.3
21	37321567	0.014
21	37883374	0.00067
21	37886803	0.00075
21	37890280	0.00052
21	38032750	0.0032
21	39141828	0.77
21	39455061	0.0055
21	40207796	0.00036
21	40280522	0.0001
21	41170091	0.032
21	41909084	6.3e-06
21	42504356	0.00079
21	45249506	0.095
21	45479055	0.3
21	45598522	0.0029
21	45610518	5.3e-05
21	45611950	3.7e-14
21	45613825	2.8e-14
21	45615023	2.1e-14
21	45615561	2.1e-14
21	45615638	2.2e-14
21	45615741	2.8e-14
21	45615896	2.5e-14
21	45615917	2.5e-14
21	45617328	2.5e-06
21	45617878	2.4e-06
21	45627976	1.7e-06
21	45635616	2e-05
21	46775018	0.00044
21	46775473	0.00064
21	46777491	0.00066
21	46795214	0.0046
21	47362224	0.014
21	47678774	0.12
21	47970581	0.036
21	47990008	0.82
21	48016948	0.29
22	17275394	0.006
22	17304132	0.0041
22	17598409	0.00031
22	17791564	0.23
22	18504801	0.053
22	19677822	0.00071
22	20235200	0.021
22	21910280	2.4e-11
22	21920903	7.5e-13
22	21922904	2e-12
22	21927064	6.9e-13
22	21928641	6.3e-13
22	21928916	2.6e-12
22	21932068	6.5e-13
22	21939675	7.3e-13
22	21940189	9.2e-13
22	21943938	9.4e-13
22	21945851	1.1e-12
22	21956653	1.1e-12
22	21964761	1.4e-12
22	21966442	1.6e-12
22	21968221	1.3e-12
22	21973319	4.5e-12
22	21974703	1.2e-12
22	21976934	1.3e-12
22	21979096	1.2e-11
22	21979289	4.8e-12
22	21979584	1.4e-12
22	21982249	1.7e-12
22	21982340	4.2e-07
22	21982892	8.2e-12
22	21983260	1.8e-12
22	21985094	6.1e-12
22	22315312	0.37
22	26273850	0.013
22	26733299	0.0036
22	26898242	0.56
22	28449353	0.0015
22	29929627	0.2
22	30155113	2e-05
22	30290443	0.027
22	30328070	0.00023
22	30408710	0.00021
22	30423460	2.3e-06
22	30486826	6.1e-08
22	30493882	5.6e-08
22	30494371	2.2e-08
22	30504207	5.1e-05
22	30512478	2.3e-08
22	30529631	1.8e-08
22	30577771	2e-08
22	30592487	5.7e-09
22	30592842	0.059
22	31905819	0.085
22	32576367	0.014
22	32762902	0.00049
22	32875871	0.25
22	33708680	0.0022
22	34510633	0.0001
22	36620961	0.033
22	36867133	0.44
22	37258503	1.8e-05
22	37316388	0.0017
22	38840221	0.81
22	38864460	0.0012
22	39659773	1.7e-10
22	39663066	5.6e-10
22	39700758	1.3e-06
22	39705104	1.2e-05
22	39708017	1.2e-06
22	39710664	6.6e-06
22	39712936	1e-06
22	39719148	1.3e-06
22	39720348	6.9e-06
22	39829736	0.00019
22	40291807	0.00059
22	40687757	0.034
22	41815609	3.8e-05
22	43245345	0.14
22	43285309	0.11
22	43561675	0.0081
22	45484800	0.0037
22	46722560	0.088
22	48890183	0.0068
22	49597206	0.00019
22	49789018	0.042
22	50164078	1.9e-05
22	50241210	0.0011
22	50249677	0.0051
22	50313438	0.0005
22	50564181	0.28
22	51104680	0.46
