GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ENSG00000142698	1	34632484	34684732	31	8	17500	-0.50116	0.69187
ENSG00000163866	1	35178338	35325417	10	3	17500	1.5153	0.064845
ENSG00000116544	1	35331037	35395186	8	4	17500	1.5577	0.059651
ENSG00000163867	1	35449523	35497569	11	1	17500	1.0912	0.1376
ENSG00000197056	1	35525387	35581460	6	2	17500	-0.12557	0.54996
ENSG00000146463	1	35734568	35887659	13	2	17500	-0.82769	0.79608
ENSG00000142687	1	35899091	36023551	23	3	17500	-0.87931	0.81038
ENSG00000020129	1	36023074	36032875	1	1	17500	0	0.5
ENSG00000126067	1	36067185	36107445	4	1	17500	-1.0935	0.86292
ENSG00000142686	1	36179476	36185073	2	1	17500	0.49688	0.30964
ENSG00000092853	1	36185819	36235568	9	2	17500	1.1255	0.13019
ENSG00000134698	1	36273773	36323491	8	2	17500	1.2204	0.11116
ENSG00000092847	1	36335409	36395211	8	1	17500	0.46409	0.32129
ENSG00000126070	1	36396319	36538101	11	1	17500	-0.073195	0.52917
ENSG00000092850	1	36549676	36553876	2	1	17500	-0.42463	0.66445
ENSG00000171812	1	36560837	36590821	7	2	17500	0.58648	0.27878
ENSG00000054116	1	36602173	36615098	4	1	17500	0.53712	0.29559
ENSG00000116871	1	36621180	36646450	5	1	17500	-0.1715	0.56808
ENSG00000054118	1	36690017	36770958	13	2	17500	1.2614	0.10358
ENSG00000214193	1	36771988	36790484	3	2	17500	2.3491	0.0094082
ENSG00000142694	1	36787632	36789755	1	1	17500	2.4783	0.0066
ENSG00000196182	1	36805225	36851497	15	4	17500	1.949	0.025649
ENSG00000181817	1	36856839	36863493	6	2	17500	0.71452	0.23745
ENSG00000116885	1	36881428	36916086	16	4	17500	-0.10631	0.54233
ENSG00000116898	1	36921319	36930038	9	3	17500	-0.18503	0.5734
ENSG00000119535	1	36931644	36948879	6	2	17500	0.2185	0.41352
ENSG00000163873	1	37261128	37499730	71	15	17500	-0.46811	0.68015
ENSG00000233621	1	37920480	37940012	4	1	17500	0.89033	0.18664
ENSG00000163874	1	37940153	37949980	1	1	17500	1.0803	0.14
ENSG00000163875	1	37958176	37980375	10	4	17500	-0.1179	0.54693
ENSG00000163877	1	38000050	38019903	5	2	17500	0.32054	0.37428
ENSG00000163879	1	38022520	38032458	7	3	17500	0.86908	0.1924
ENSG00000134697	1	38032417	38061536	8	3	17500	0.40187	0.34389
ENSG00000169218	1	38076951	38100595	7	3	17500	0.043383	0.4827
ENSG00000116922	1	38147242	38157914	9	2	17500	-1.1809	0.88119
ENSG00000134690	1	38158090	38175391	12	2	17500	-1.3163	0.90596
ENSG00000183317	1	38179552	38230805	31	7	17500	-1.5877	0.94382
ENSG00000185090	1	38259474	38266809	2	1	17500	-1.1902	0.88302
ENSG00000196449	1	38268616	38273857	1	1	17500	1.175	0.12
ENSG00000188786	1	38275239	38325292	1	1	17500	1.175	0.12
ENSG00000204084	1	38326369	38412729	4	1	17500	-0.43635	0.66871
ENSG00000183431	1	38422647	38456593	11	2	17500	-1.7582	0.96064
ENSG00000183386	1	38462442	38471278	2	1	17500	0.1973	0.4218
ENSG00000183520	1	38474930	38490496	3	2	17500	-1.6081	0.94609
ENSG00000116954	1	39303870	39325495	4	2	17500	-2.5414	0.99448
ENSG00000214114	1	39328636	39347289	9	3	17500	-1.8624	0.96873
ENSG00000131233	1	39330175	39347289	8	2	17500	-2.0257	0.9786
ENSG00000158315	1	39351479	39407471	30	6	17500	-1.8679	0.96911
ENSG00000174574	1	39456895	39471731	3	2	17500	1.1864	0.11774
ENSG00000168653	1	39491990	39500308	3	1	17500	0.59878	0.27466
ENSG00000127603	1	39546988	39952849	119	12	17500	1.091	0.13764
ENSG00000255103	1	39876151	39882154	2	1	17500	0.66468	0.25313
ENSG00000183682	1	39957318	39991607	7	3	17500	0.60935	0.27115
ENSG00000243970	1	39997510	40024379	4	2	17500	1.8036	0.035646
ENSG00000090621	1	40026488	40042462	8	3	17500	1.768	0.038529
ENSG00000163909	1	40089825	40105617	5	3	17500	-0.71608	0.76303
ENSG00000116981	1	40124793	40137710	4	2	17500	-0.34212	0.63387
ENSG00000116983	1	40144320	40157361	12	4	17500	-0.10759	0.54284
ENSG00000084072	1	40157854	40229586	18	6	17500	-0.45575	0.67571
ENSG00000116985	1	40222854	40254533	2	1	17500	0.61717	0.26856
ENSG00000043514	1	40306723	40349183	16	4	17500	0.70397	0.24073
ENSG00000116990	1	40361098	40367928	2	1	17500	2.0798	0.018774
ENSG00000168389	1	40420802	40435638	2	1	17500	1.8331	0.033391
ENSG00000131236	1	40505905	40538321	18	3	17500	1.4869	0.068516
ENSG00000131238	1	40538379	40563375	19	4	17500	1.3884	0.0825
ENSG00000117000	1	40627045	40706593	19	3	17500	1.0987	0.13595
ENSG00000084073	1	40723779	40759856	16	5	17500	2.3583	0.0091787
ENSG00000049089	1	40766159	40783488	2	1	17500	-2.1999	0.98609
ENSG00000084070	1	40810522	40888998	33	8	17500	-1.0812	0.86019
ENSG00000187801	1	40915774	40929390	9	4	17500	-0.58745	0.72155
ENSG00000187815	1	40942887	40962015	4	2	17500	-0.15651	0.56219
ENSG00000164002	1	40974413	40982228	6	2	17500	0.23079	0.40874
ENSG00000117010	1	40997233	41013841	11	3	17500	0.26579	0.3952
ENSG00000233910	1	41059305	41060025	1	1	17500	1.0803	0.14
ENSG00000117016	1	41086351	41131329	23	5	17500	2.3375	0.0097071
ENSG00000066136	1	41157320	41237275	30	6	17500	0.80481	0.21046
ENSG00000117013	1	41249684	41306124	15	5	17500	-0.55187	0.70948
ENSG00000171793	1	41445007	41478235	9	4	17500	-0.5812	0.71945
ENSG00000171790	1	41481269	41488909	9	4	17500	-1.9413	0.97389
ENSG00000010803	1	41492872	41707826	54	8	17500	-2.1659	0.98484
ENSG00000204060	1	41827594	41849262	10	4	17500	1.2304	0.10928
ENSG00000127129	1	41944446	41950344	3	2	17500	-1.4245	0.92286
ENSG00000127124	1	41972036	42501596	194	32	17500	1.0067	0.15704
ENSG00000227538	1	42506268	42507400	2	1	17500	-0.4264	0.66509
ENSG00000044012	1	42619092	42621495	1	1	17500	-0.64335	0.74
ENSG00000197273	1	42628362	42630389	1	1	17500	0.41246	0.34
ENSG00000198815	1	42642210	42801548	31	3	17500	0.27101	0.39319
ENSG00000177181	1	42846466	42888249	18	4	17500	0.93028	0.17611
ENSG00000066185	1	42896000	42921938	16	4	17500	1.9209	0.027374
ENSG00000127125	1	42921788	42939056	3	1	17500	0.10604	0.45778
ENSG00000186409	1	42929001	43120335	46	7	17500	1.5944	0.055419
ENSG00000171960	1	43124096	43142429	7	2	17500	2.0308	0.021135
ENSG00000065978	1	43148098	43168020	8	2	17500	2.3846	0.0085498
ENSG00000164007	1	43198764	43205925	1	1	17500	2.0969	0.018
ENSG00000117385	1	43212006	43232755	7	3	17500	1.1477	0.12555
ENSG00000164008	1	43232940	43263968	8	2	17500	1.6664	0.047813
ENSG00000177868	1	43272723	43282954	3	1	17500	2.2633	0.011808
ENSG00000164010	1	43282795	43310660	14	4	17500	1.219	0.11142
ENSG00000164011	1	43312280	43318148	2	1	17500	1.23	0.10935
ENSG00000117394	1	43391052	43424530	22	5	17500	0.0059478	0.49763
ENSG00000227533	1	43424720	43449029	11	3	17500	-0.28982	0.61402
ENSG00000186973	1	43610824	43622067	10	3	17500	-0.94771	0.82836
ENSG00000117395	1	43629846	43736607	51	10	17500	0.084886	0.46618
ENSG00000243710	1	43637820	43720029	45	9	17500	0.05684	0.47734
ENSG00000253313	1	43747554	43751288	2	1	17500	-1.9298	0.97319
ENSG00000066056	1	43766664	43788779	6	1	17500	1.4473	0.073905
ENSG00000117400	1	43803478	43818443	1	1	17500	1.175	0.12
ENSG00000117399	1	43824626	43828874	1	1	17500	2.807	0.0025
ENSG00000159479	1	43849588	43855479	1	1	17500	0.35846	0.36
ENSG00000198198	1	43855553	43918321	19	2	17500	1.7932	0.036473
ENSG00000178922	1	43916824	43919660	1	1	17500	1.5632	0.059
ENSG00000229348	1	43919598	43922666	3	1	17500	2.2372	0.012635
ENSG00000142949	1	43990858	44089343	46	7	17500	1.3777	0.084153
ENSG00000066135	1	44115829	44171186	13	3	17500	1.1755	0.11989
ENSG00000126091	1	44171495	44396831	79	10	17500	1.7046	0.044135
ENSG00000117407	1	44398992	44402913	2	1	17500	-0.049868	0.51989
ENSG00000117408	1	44412611	44433694	12	3	17500	1.0631	0.14386
ENSG00000132768	1	44435672	44439041	3	1	17500	1.315	0.094263
ENSG00000117410	1	44440159	44443967	4	2	17500	0.98584	0.16211
ENSG00000117411	1	44444615	44456840	2	1	17500	2.0868	0.018452
ENSG00000196517	1	44457172	44497139	11	4	17500	1.5493	0.060658
ENSG00000171872	1	44584522	44600812	8	3	17500	-0.75219	0.77403
ENSG00000178028	1	44679127	44686353	4	2	17500	-1.3109	0.90505
ENSG00000117419	1	44686742	44820932	56	6	17500	-2.2058	0.9863
ENSG00000233602	1	44709080	44709945	1	1	17500	-1.7507	0.96
ENSG00000187147	1	44870866	45117396	96	25	17500	0.679	0.24857
ENSG00000126106	1	45100910	45140227	14	2	17500	1.4153	0.078497
ENSG00000198520	1	45140364	45191263	9	4	17500	1.636	0.050923
ENSG00000142945	1	45205490	45233439	7	2	17500	0.71471	0.23739
ENSG00000173846	1	45265897	45271662	1	1	17500	0.67449	0.25
ENSG00000222009	1	45274154	45281257	2	1	17500	1.06	0.14458
ENSG00000117425	1	45285516	45308735	8	2	17500	0.48972	0.31216
ENSG00000070785	1	45316450	45452282	37	5	17500	1.1712	0.12077
ENSG00000268949	1	45454377	45457506	1	1	17500	1.6849	0.046
ENSG00000126107	1	45468212	45477001	2	1	17500	2.3581	0.0091834
ENSG00000126088	1	45477819	45481247	3	1	17500	2.5978	0.0046905
ENSG00000162415	1	45482071	45771881	48	8	17500	1.6124	0.053443
ENSG00000132781	1	45794835	45806142	5	3	17500	0.76797	0.22125
ENSG00000132773	1	45805342	45809647	1	1	17500	0.41246	0.34
ENSG00000070759	1	45809555	45956872	35	3	17500	-0.23699	0.59367
ENSG00000236624	1	45959538	45965751	1	1	17500	0.10043	0.46
ENSG00000132763	1	45965725	45976739	5	2	17500	0.027579	0.489
ENSG00000117450	1	45976708	45988719	4	1	17500	0.20381	0.41925
ENSG00000117448	1	46016215	46035721	4	2	17500	0.3648	0.35763
ENSG00000132780	1	46049518	46084566	11	2	17500	1.7706	0.03831
ENSG00000159588	1	46085716	46089729	3	1	17500	1.7662	0.038681
ENSG00000159592	1	46092976	46153785	17	2	17500	1.3791	0.083926
ENSG00000159596	1	46152886	46160115	3	1	17500	1.3083	0.095388
ENSG00000197429	1	46159996	46216322	1	1	17500	1.5301	0.063
ENSG00000086015	1	46252659	46501796	67	5	17500	0.70595	0.24011
ENSG00000117461	1	46505812	46642160	19	4	17500	1.1253	0.13023
ENSG00000117472	1	46640745	46651630	2	1	17500	-0.69512	0.75651
ENSG00000085998	1	46654354	46685977	11	2	17500	-0.040269	0.51606
ENSG00000171357	1	46669006	46686933	4	1	17500	0.1921	0.42383
ENSG00000085999	1	46713360	46744145	9	2	17500	0.79727	0.21265
ENSG00000132128	1	46726868	46769280	11	3	17500	0.23554	0.4069
ENSG00000173660	1	46769303	46782448	2	1	17500	0.28705	0.38704
ENSG00000117481	1	46805849	46830824	22	2	17500	0.13348	0.44691
ENSG00000117480	1	46859937	46879520	11	3	17500	1.166	0.12181
ENSG00000225667	1	46921495	46948147	7	3	17500	1.4331	0.075909
ENSG00000197587	1	46972668	46979898	4	2	17500	1.8606	0.031401
ENSG00000269956	1	47004368	47035927	12	3	17500	1.5928	0.055599
ENSG00000162456	1	47011316	47017199	4	2	17500	0.3914	0.34775
ENSG00000079277	1	47023090	47082515	24	3	17500	2.1332	0.016454
ENSG00000142961	1	47073387	47082563	4	2	17500	2.2981	0.010778
ENSG00000123472	1	47098409	47139539	9	1	17500	1.2501	0.10564
ENSG00000159658	1	47124366	47184824	26	2	17500	1.2611	0.10364
ENSG00000186118	1	47134527	47139266	2	1	17500	1.2477	0.10607
ENSG00000228237	1	47139708	47157770	6	2	17500	0.92548	0.17736
ENSG00000142973	1	47223510	47285085	31	5	17500	-1.588	0.94386
ENSG00000154198	1	47308767	47366109	3	1	17500	-0.38139	0.64854
ENSG00000187048	1	47394849	47407156	5	2	17500	-0.84606	0.80124
ENSG00000186377	1	47427036	47516423	25	5	17500	-1.8251	0.96601
ENSG00000186160	1	47533160	47583991	10	1	17500	-1.0226	0.84674
ENSG00000225506	1	47562325	47644943	15	3	17500	-1.189	0.88279
ENSG00000162365	1	47603107	47615413	2	1	17500	-1.5641	0.9411
ENSG00000224805	1	47644922	47646011	1	1	17500	-0.73885	0.77
ENSG00000162366	1	47649265	47656716	1	1	17500	-0.67449	0.75
ENSG00000162367	1	47681962	47697892	8	2	17500	0.27071	0.39331
ENSG00000123473	1	47715811	47779819	23	3	17500	0.4182	0.3379
ENSG00000162368	1	47799469	47844511	2	1	17500	0.77346	0.21962
ENSG00000237424	1	47897805	47900313	1	1	17500	0.050154	0.48
ENSG00000186564	1	47901689	47906363	1	1	17500	-0.73885	0.77
ENSG00000269113	1	48226200	48462567	105	15	17500	0.36806	0.35641
ENSG00000242267	1	48561764	48648100	24	6	17500	1.0539	0.14596
ENSG00000117834	1	48688357	48714316	10	3	17500	-0.093607	0.53729
ENSG00000132122	1	48761044	48937845	46	8	17500	0.90903	0.18167
ENSG00000186094	1	48998527	50489585	369	40	17500	2.944	0.0016198
ENSG00000162373	1	49193195	49242641	27	7	17500	0.61933	0.26785
ENSG00000225623	1	49839873	49937757	10	2	17500	2.0626	0.019575
ENSG00000162374	1	50513686	50669458	33	7	17500	2.3474	0.0094525
ENSG00000225671	1	50871102	50871696	1	1	17500	0.8779	0.19
ENSG00000185104	1	50905150	51425935	96	13	17500	1.6123	0.053452
ENSG00000230585	1	51246012	51246822	1	1	17500	-0.27932	0.61
ENSG00000123080	1	51426417	51440305	2	1	17500	1.6348	0.051047
ENSG00000123091	1	51701943	51739127	5	2	17500	1.5945	0.05541
ENSG00000085831	1	51752930	51810788	7	3	17500	2.8846	0.0019597
ENSG00000085832	1	51819935	51985000	30	5	17500	1.2948	0.0977
ENSG00000227742	1	52027538	52060569	9	3	17500	0.48143	0.31511
ENSG00000117859	1	52042851	52254889	25	5	17500	0.15446	0.43862
ENSG00000078618	1	52254863	52344477	22	4	17500	0.27391	0.39208
ENSG00000169213	1	52373628	52456436	23	5	17500	-1.67	0.95254
ENSG00000117862	1	52485803	52521843	12	3	17500	1.1027	0.13508
ENSG00000198841	1	52497775	52499488	3	1	17500	0.79184	0.21423
ENSG00000134717	1	52521797	52556388	3	2	17500	0.61632	0.26884
ENSG00000157077	1	52608046	52812358	35	4	17500	1.3029	0.096313
ENSG00000154222	1	52811395	52831865	6	2	17500	1.4528	0.073146
ENSG00000085840	1	52838501	52870131	5	2	17500	1.9631	0.024815
ENSG00000134748	1	52870236	52886511	1	1	17500	1.6449	0.05
ENSG00000134744	1	52873954	53019159	29	6	17500	0.9606	0.16838
ENSG00000116157	1	53068044	53074723	1	1	17500	2.2904	0.011
ENSG00000182183	1	53099016	53135355	14	4	17500	1.0584	0.14493
ENSG00000162377	1	53152508	53164038	6	2	17500	-1.0879	0.86168
ENSG00000162378	1	53192126	53293014	25	3	17500	-0.12613	0.55019
ENSG00000203995	1	53308183	53360670	14	2	17500	-0.20153	0.57986
ENSG00000121310	1	53361656	53392884	5	2	17500	-0.78178	0.78283
ENSG00000116171	1	53392901	53517375	33	7	17500	1.9073	0.028243
ENSG00000226147	1	53460398	53461698	1	1	17500	0.27932	0.39
ENSG00000174348	1	53527854	53551174	22	6	17500	0.11221	0.45533
ENSG00000162383	1	53552855	53608289	34	10	17500	-1.5196	0.9357
ENSG00000157184	1	53662101	53679869	7	2	17500	-1.1857	0.88213
ENSG00000162384	1	53679771	53686289	4	1	17500	-0.4732	0.68197
ENSG00000162385	1	53692564	53704282	4	1	17500	-0.79266	0.78601
ENSG00000157193	1	53711217	53793742	37	8	17500	0.036702	0.48536
ENSG00000236253	1	53878821	53905693	9	3	17500	0.27718	0.39082
ENSG00000143006	1	53925072	53933161	3	1	17500	1.0408	0.14898
ENSG00000174332	1	53971910	54199877	106	16	17500	-0.67709	0.75082
ENSG00000058804	1	54231133	54304533	15	2	17500	0.10444	0.45841
ENSG00000058799	1	54317392	54356407	22	4	17500	0.7588	0.22398
ENSG00000211452	1	54356912	54376759	11	3	17500	-0.65608	0.74411
ENSG00000081870	1	54382247	54411602	10	2	17500	0.39143	0.34774
ENSG00000116212	1	54411750	54433841	4	1	17500	0.68067	0.24804
ENSG00000203985	1	54474412	54483856	4	1	17500	0.27566	0.3914
ENSG00000116209	1	54497347	54519177	2	1	17500	-1.157	0.87636
ENSG00000116205	1	54519260	54578192	19	3	17500	-0.96884	0.83369
ENSG00000157211	1	54598747	54619443	16	6	17500	1.0292	0.15168
ENSG00000215883	1	54638009	54665709	3	1	17500	0.64146	0.26061
ENSG00000116221	1	54649714	54691137	14	4	17500	-0.29385	0.61556
ENSG00000157216	1	54691105	54879152	65	21	17500	-1.1189	0.8684
ENSG00000198711	1	54703710	54704736	1	1	17500	-0.10043	0.54
ENSG00000162390	1	55007930	55104865	35	11	17500	0.92549	0.17736
ENSG00000162391	1	55074855	55089229	3	2	17500	1.2887	0.098754
ENSG00000271723	1	55107459	55207981	53	15	17500	0.77592	0.2189
ENSG00000184313	1	55107463	55175939	38	10	17500	-0.61807	0.73174
ENSG00000243725	1	55181495	55208330	13	2	17500	1.7683	0.038507
ENSG00000162396	1	55222571	55230187	6	2	17500	1.0995	0.13578
ENSG00000006555	1	55245385	55266940	3	1	17500	1.3922	0.081924
ENSG00000162398	1	55271736	55307925	18	3	17500	0.25585	0.39903
ENSG00000116133	1	55315306	55352891	15	3	17500	1.1824	0.11852
ENSG00000143001	1	55446465	55457966	3	1	17500	-1.1874	0.88246
ENSG00000162399	1	55464606	55476556	10	3	17500	-1.825	0.966
ENSG00000169174	1	55505221	55530525	9	3	17500	-1.192	0.88336
ENSG00000162402	1	55532032	55680786	43	4	17500	-0.2362	0.59336
ENSG00000231900	1	55833139	55834447	2	1	17500	-1.3764	0.91565
ENSG00000162407	1	56960419	57110974	64	15	17500	-0.41287	0.66015
ENSG00000162409	1	57110995	57181008	23	3	17500	-0.23243	0.5919
ENSG00000187889	1	57184477	57285369	42	16	17500	-0.89357	0.81422
ENSG00000157131	1	57320479	57383894	26	7	17500	-0.28443	0.61196
ENSG00000021852	1	57394883	57431813	15	4	17500	1.1207	0.1312
ENSG00000173406	1	57460451	59012406	803	135	17500	1.1076	0.13402
ENSG00000226759	1	58326204	58346577	10	3	17500	-0.36748	0.64337
ENSG00000229887	1	58513847	58514963	1	1	17500	-0.12566	0.55
ENSG00000162600	1	58881056	59012474	52	12	17500	-1.1994	0.88481
ENSG00000184292	1	59041099	59043166	3	1	17500	-0.87943	0.81042
ENSG00000162601	1	59120411	59165764	30	5	17500	0.32354	0.37314
ENSG00000177606	1	59246465	59249785	1	1	17500	0.38532	0.35
ENSG00000234807	1	59250823	59365384	42	11	17500	1.1351	0.12817
ENSG00000172456	1	59762310	60233347	124	29	17500	-0.13987	0.55562
ENSG00000134709	1	60280458	60342050	17	4	17500	-1.5607	0.9407
ENSG00000134716	1	60358980	60392462	25	5	17500	-1.6217	0.94757
ENSG00000162598	1	60452941	60539442	46	12	17500	0.34038	0.36679
ENSG00000229332	1	60563087	60563648	1	1	17500	0.10043	0.46
ENSG00000162599	1	61330931	61928465	212	65	17500	1.07	0.14232
ENSG00000162604	1	62146718	62191095	10	3	17500	-0.29706	0.61679
ENSG00000132849	1	62208149	62629592	152	35	17500	1.2008	0.11491
ENSG00000236646	1	62504514	62504783	1	1	17500	1.9954	0.023
ENSG00000242860	1	62538120	62538411	1	1	17500	1.6546	0.049
ENSG00000240563	1	62660503	62678000	14	4	17500	1.1467	0.12576
ENSG00000132854	1	62702651	62785085	72	10	17500	1.7367	0.041224
ENSG00000162607	1	62901968	62917475	4	1	17500	3.6288	0.00014236
ENSG00000116641	1	62920399	63153969	40	2	17500	3.7531	8.734e-05
ENSG00000125703	1	63249806	63331184	31	4	17500	2.1236	0.016852
ENSG00000224209	1	63655660	63782902	43	10	17500	3.4349	0.00029643
ENSG00000088035	1	63833261	63904233	20	4	17500	-0.50382	0.69281
ENSG00000142856	1	63906441	64059392	33	5	17500	-0.51359	0.69623
ENSG00000203965	1	63989043	64038364	9	3	17500	-0.61294	0.73004
ENSG00000079739	1	64058947	64125916	31	8	17500	0.049406	0.4803
ENSG00000185483	1	64239693	64647181	165	33	17500	1.2007	0.11493
ENSG00000228056	1	64308862	64309356	1	1	17500	-1.4758	0.93
ENSG00000177414	1	64669310	64733051	24	5	17500	0.49462	0.31043
ENSG00000158966	1	64936428	65158741	107	27	17500	0.099446	0.46039
ENSG00000162437	1	65210778	65298915	21	4	17500	2.2587	0.01195
ENSG00000162434	1	65298912	65432187	57	10	17500	0.50421	0.30706
ENSG00000162433	1	65613232	65697828	30	4	17500	-0.37641	0.6467
ENSG00000116675	1	65713902	65881552	70	11	17500	0.33384	0.36925
ENSG00000116678	1	65886248	66107242	90	11	17500	0.69506	0.24351
ENSG00000213625	1	65886270	65901690	7	3	17500	-0.2935	0.61543
ENSG00000184588	1	66258197	66840259	223	39	17500	0.17282	0.43139
ENSG00000118473	1	66999066	67213982	153	17	17500	0.56177	0.28714
ENSG00000152760	1	67218142	67244470	17	4	17500	1.0138	0.15535
ENSG00000172410	1	67263424	67266939	1	1	17500	-0.22754	0.59
ENSG00000152763	1	67278568	67390570	26	7	17500	2.0305	0.021155
ENSG00000198160	1	67390578	67454302	15	2	17500	2.8182	0.0024148
ENSG00000116704	1	67465015	67519782	21	3	17500	2.6365	0.0041885
ENSG00000203963	1	67557848	67697536	62	10	17500	10.029	5.6654e-24
ENSG00000162594	1	67632083	67725662	45	10	17500	13.268	1.785e-40
ENSG00000252116	1	67733284	67733409	1	1	17500	1.175	0.12
ENSG00000081985	1	67773047	67862583	29	5	17500	3.2994	0.00048449
ENSG00000142864	1	67873493	67896098	4	1	17500	1.3594	0.087009
ENSG00000232048	1	68125838	68126696	2	1	17500	-0.5024	0.69231
ENSG00000116717	1	68150744	68154021	2	1	17500	-0.24605	0.59718
ENSG00000172380	1	68167149	68299150	58	12	17500	1.2214	0.11096
ENSG00000232284	1	68297986	68668670	175	40	17500	0.17038	0.43236
ENSG00000162595	1	68511645	68517314	2	1	17500	0.46687	0.3203
ENSG00000116729	1	68564142	68698803	110	26	17500	-0.17843	0.57081
ENSG00000229133	1	68708157	68708738	1	1	17500	-0.55338	0.71
ENSG00000225242	1	68748071	68748305	1	1	17500	0.43991	0.33
ENSG00000116745	1	68894505	68915642	16	4	17500	-0.83844	0.79911
ENSG00000024526	1	68939835	68962904	11	4	17500	0.20079	0.42043
ENSG00000033122	1	70034081	70617628	199	37	17500	-0.34714	0.63576
ENSG00000066557	1	70610488	70671303	11	2	17500	1.0494	0.147
ENSG00000116754	1	70671365	70718735	12	2	17500	1.5518	0.06036
ENSG00000118454	1	70726271	70820417	16	5	17500	1.0182	0.15429
ENSG00000197568	1	70820488	70851022	8	2	17500	0.39233	0.34741
ENSG00000116761	1	70876901	70905534	13	4	17500	-0.085014	0.53387
ENSG00000237033	1	71126340	71126948	1	1	17500	0.22754	0.41
ENSG00000050628	1	71318036	71513491	88	19	17500	1.8293	0.033681
ENSG00000235079	1	71514538	71532867	3	1	17500	-0.57438	0.71714
ENSG00000132485	1	71528974	71546980	3	2	17500	1.3411	0.089942
ENSG00000229956	1	71547007	71955652	88	15	17500	1.4712	0.070616
ENSG00000172260	1	71861623	72748417	225	43	17500	1.4549	0.072852
ENSG00000228853	1	72259915	72302695	8	3	17500	0.12548	0.45007
ENSG00000233994	1	72740235	72740842	1	1	17500	1.175	0.12
ENSG00000162620	1	74491699	74663871	29	5	17500	0.69574	0.24329
ENSG00000254685	1	74663896	74699770	14	3	17500	0.24282	0.40407
ENSG00000259030	1	74663919	75009666	101	20	17500	-0.39021	0.65181
ENSG00000116783	1	74663947	75010112	101	20	17500	-0.39021	0.65181
ENSG00000162621	1	74935562	74978298	9	1	17500	0.52783	0.29881
ENSG00000178965	1	75033795	75139422	32	5	17500	-0.57778	0.7183
ENSG00000116791	1	75171170	75199092	10	4	17500	1.7676	0.038563
ENSG00000162623	1	75198836	75232362	3	1	17500	0.33839	0.36753
ENSG00000162624	1	75594119	75627218	12	4	17500	-0.48842	0.68737
